gencode_id,gene_name,refseq_id
ENST00000539966,STK24,NM_001286649
ENST00000304788,NANP,NM_152667
ENST00000464233,ROBO1,NM_002941
ENST00000495273,ROBO1,NM_001145845
ENST00000495273,ROBO1,NM_133631
ENST00000494426,CLIC3,NM_004669
ENST00000409018,EXD2,NM_001193361
ENST00000409014,EXD2,NM_001193360
ENST00000409675,EXD2,NM_018199
ENST00000409949,EXD2,NM_001193362
ENST00000409242,EXD2,NM_001193363
ENST00000300527,COL6A2,NM_001849
ENST00000357838,COL6A2,NM_058174
ENST00000310645,COL6A2,NM_058175
ENST00000454382,CSNK2B,NM_001282385
ENST00000255390,SCO1,NM_004589
ENST00000252979,ZNF337,NM_015655
ENST00000444310,C16orf96,NM_001145011
ENST00000278193,LIN7C,NM_018362
ENST00000341156,B4GALNT1,NM_001478
ENST00000418555,B4GALNT1,NM_001276468
ENST00000550764,B4GALNT1,NM_001276469
ENST00000522692,CREBRF,NM_001168393
ENST00000522692,CREBRF,NM_001168394
ENST00000296953,CREBRF,NM_153607
ENST00000494156,ZNF488,NM_153034
ENST00000326665,C1orf173,NM_001002912
ENST00000377126,KLF9,NM_001206
ENST00000373884,XKR8,NM_018053
ENST00000583114,SEPT4,NM_001256822
ENST00000426861,SEPT4,NM_080415
ENST00000317268,SEPT4,NM_004574
ENST00000457347,SEPT4,NM_001256782
ENST00000317256,SEPT4,NM_080416
ENST00000412945,SEPT4,NM_001198713
ENST00000366696,HIST3H3,NM_003493
ENST00000320640,ITFG1,NM_030790
ENST00000366695,HIST3H2A,NM_033445
ENST00000283474,UBALD1,NM_145253
ENST00000376751,RNF39,NM_170769
ENST00000244360,RNF39,NM_025236
ENST00000369160,HIST3H2BB,NM_175055
ENST00000379774,ADPRM,NM_020233
ENST00000452765,SH3BP2,NM_001122681
ENST00000356331,SH3BP2,NM_003023
ENST00000442312,SH3BP2,NM_001145855
ENST00000503393,SH3BP2,NM_001145856
ENST00000381842,PRB3,NM_006249
ENST00000305943,RNF187,NM_001010858
ENST00000414521,MGAT4A,NM_001160154
ENST00000393487,MGAT4A,NM_012214
ENST00000555702,SLC7A7,NM_001126106
ENST00000397528,SLC7A7,NM_001126105
ENST00000232975,TNNC1,NM_003280
ENST00000368656,FAM229B,NM_001033564
ENST00000368567,RPS27,NM_001030
ENST00000267430,FANCM,NM_020937
ENST00000439476,BDNF,NM_001143816
ENST00000525528,BDNF,NM_170735
ENST00000395986,BDNF,NM_170734
ENST00000356660,BDNF,NM_001709
ENST00000418212,BDNF,NM_001143814
ENST00000533246,BDNF,NM_001143813
ENST00000530861,BDNF,NM_001143812
ENST00000395983,BDNF,NM_001143808
ENST00000395983,BDNF,NM_001143809
ENST00000438929,BDNF,NM_001143810
ENST00000532997,BDNF,NM_001143807
ENST00000395981,BDNF,NM_170732
ENST00000395978,BDNF,NM_001143806
ENST00000525950,BDNF,NM_001143805
ENST00000314915,BDNF,NM_170731
ENST00000395980,BDNF,NM_170733
ENST00000420794,BDNF,NM_001143811
ENST00000366691,RHOU,NM_021205
ENST00000381813,CYS1,NM_001037160
ENST00000341871,TMEM220,NM_001004313
ENST00000579181,TBC1D29,NM_015594
ENST00000376503,SLC15A1,NM_005073
ENST00000276833,SLC39A4,NM_017767
ENST00000276833,SLC39A4,NM_001280557
ENST00000301305,SLC39A4,NM_130849
ENST00000370872,CRYZ,NM_001134759
ENST00000340866,CRYZ,NM_001889
ENST00000370871,CRYZ,NM_001130043
ENST00000417775,CRYZ,NM_001130042
ENST00000265316,ABCB6,NM_005689
ENST00000306869,DCXR,NM_016286
ENST00000306869,DCXR,NM_001195218
ENST00000592299,SPHK1,NM_001142601
ENST00000590959,SPHK1,NM_021972
ENST00000323374,SPHK1,NM_182965
ENST00000392496,SPHK1,NM_001142602
ENST00000366690,RAB4A,NM_004578
ENST00000373863,EYA3,NM_001282560
ENST00000540618,EYA3,NM_001282561
ENST00000545175,EYA3,NM_001282562
ENST00000436342,EYA3,NM_001990
ENST00000305557,RTKN,NM_033046
ENST00000272430,RTKN,NM_001015055
ENST00000233330,RTKN,NM_001015056
ENST00000290438,GOLGA6A,NM_001038640
ENST00000420022,ADM5,NM_001101340
ENST00000251473,DKFZP761J1410,NM_022737
ENST00000251473,DKFZP761J1410,NM_001170635
ENST00000360566,RRM2,NM_001165931
ENST00000304567,RRM2,NM_001034
ENST00000577953,C17orf72,NM_001191031
ENST00000425164,C17orf72,NM_001191029
ENST00000412177,C17orf72,NM_001164257
ENST00000412177,C17orf72,NM_001191030
ENST00000400552,DEFB115,NM_001037730
ENST00000366688,SPHAR,NM_006542
ENST00000400549,DEFB116,NM_001037731
ENST00000536635,CD22,NM_001185099
ENST00000085219,CD22,NM_001771
ENST00000419549,CD22,NM_001278417
ENST00000341773,CD22,NM_001185101
ENST00000270311,CD22,NM_001185100
ENST00000295417,FZD5,NM_003468
ENST00000253381,DEFB118,NM_054112
ENST00000543818,LRTM2,NM_001163926
ENST00000543818,LRTM2,NM_001163925
ENST00000543818,LRTM2,NM_001039029
ENST00000281523,ZNF385D,NM_024697
ENST00000284617,CCSAP,NM_145257
ENST00000376321,DEFB119,NM_153289
ENST00000376315,DEFB119,NM_001271209
ENST00000376315,DEFB119,NM_153323
ENST00000400556,PPP4R1,NM_001042388
ENST00000400555,PPP4R1,NM_005134
ENST00000224600,RBP3,NM_002900
ENST00000396198,ALAS2,NM_001037968
ENST00000330807,ALAS2,NM_000032
ENST00000335854,ALAS2,NM_001037967
ENST00000372950,DNAJC9,NM_015190
ENST00000488380,NISCH,NM_001276293
ENST00000420808,NISCH,NM_001276294
ENST00000345716,NISCH,NM_007184
ENST00000427836,PLEKHM3,NM_001080475
ENST00000370867,TYW3,NM_138467
ENST00000457880,TYW3,NM_001162916
ENST00000262370,MGRN1,NM_015246
ENST00000399577,MGRN1,NM_001142290
ENST00000415496,MGRN1,NM_001142291
ENST00000415496,MGRN1,NM_001142289
ENST00000366684,ACTA1,NM_001100
ENST00000218516,GLA,NM_000169
ENST00000405863,NXPH1,NM_152745
ENST00000425441,CCDC12,NM_144716
ENST00000292314,CCDC12,NM_001277074
ENST00000361847,MOK,NM_014226
ENST00000524214,MOK,NM_001272011
ENST00000373857,PTAFR,NM_000952
ENST00000373857,PTAFR,NM_001164723
ENST00000373857,PTAFR,NM_001164722
ENST00000539896,PTAFR,NM_001164721
ENST00000539896,PTAFR,NM_001164723
ENST00000539896,PTAFR,NM_001164722
ENST00000370733,KIAA1586,NM_020931
ENST00000370733,KIAA1586,NM_001286275
ENST00000370733,KIAA1586,NM_001286276
ENST00000545356,KIAA1586,NM_001286274
ENST00000438998,PSMG4,NM_001128591
ENST00000419065,PSMG4,NM_001128592
ENST00000473000,PSMG4,NM_001135750
ENST00000339600,NDUFA4,NM_002489
ENST00000487519,TFAM,NM_003201
ENST00000487519,TFAM,NM_001270782
ENST00000361742,ISLR2,NM_001130136
ENST00000361742,ISLR2,NM_020851
ENST00000565159,ISLR2,NM_001130137
ENST00000435464,ISLR2,NM_001130138
ENST00000324238,CRLF3,NM_015986
ENST00000294638,LHX8,NM_001001933
ENST00000356261,LHX8,NM_001256114
ENST00000263697,DNAJC8,NM_014280
ENST00000369755,SLK,NM_014720
ENST00000280665,DCP1B,NM_152640
ENST00000396703,UBE2E2,NM_152653
ENST00000389131,LOXL2,NM_002318
ENST00000376314,DEFB121,NM_001011878
ENST00000279575,PRB4,NM_001261399
ENST00000279575,PRB4,NM_002723
ENST00000292510,VPS28,NM_016208
ENST00000377348,VPS28,NM_183057
ENST00000376309,DEFB123,NM_153324
ENST00000368559,NUP210L,NM_207308
ENST00000271854,NUP210L,NM_001159484
ENST00000323446,CPT1C,NM_152359
ENST00000392518,CPT1C,NM_001199752
ENST00000598293,CPT1C,NM_001199753
ENST00000405931,CPT1C,NM_001136052
ENST00000317676,DEFB124,NM_001037500
ENST00000545626,PRB1,NM_199354
ENST00000500254,PRB1,NM_199353
ENST00000500254,PRB1,NM_005039
ENST00000378097,KCNAB2,NM_001199861
ENST00000164247,KCNAB2,NM_001199860
ENST00000378083,KCNAB2,NM_001199862
ENST00000341524,KCNAB2,NM_003636
ENST00000352527,KCNAB2,NM_172130
ENST00000458166,KCNAB2,NM_001199863
ENST00000373886,BICC1,NM_001080512
ENST00000201979,REM1,NM_014012
ENST00000261396,NUP133,NM_018230
ENST00000370706,ZNF451,NM_001031623
ENST00000357489,ZNF451,NM_015555
ENST00000370708,ZNF451,NM_001257273
ENST00000341511,ABCA2,NM_212533
ENST00000341511,ABCA2,NM_001606
ENST00000361070,RFWD3,NM_018124
ENST00000276480,ST18,NM_014682
ENST00000230538,LAMA4,NM_001105206
ENST00000522006,LAMA4,NM_002290
ENST00000522006,LAMA4,NM_001105207
ENST00000453937,LAMA4,NM_001105209
ENST00000389362,PRB2,NM_006248
ENST00000320895,CLPTM1L,NM_030782
ENST00000355151,MRPL52,NM_181306
ENST00000355151,MRPL52,NM_178336
ENST00000355151,MRPL52,NM_180982
ENST00000555345,MRPL52,NM_181305
ENST00000553711,MRPL52,NM_181304
ENST00000397505,MRPL52,NM_181307
ENST00000558014,SEMA6D,NM_001198999
ENST00000389425,SEMA6D,NM_024966
ENST00000316364,SEMA6D,NM_153618
ENST00000354744,SEMA6D,NM_153617
ENST00000358066,SEMA6D,NM_020858
ENST00000389428,SEMA6D,NM_153616
ENST00000355997,SEMA6D,NM_153619
ENST00000566044,PHKB,NM_001031835
ENST00000323584,PHKB,NM_000293
ENST00000325157,ENTHD1,NM_152512
ENST00000304301,NUDT16L1,NM_032349
ENST00000586536,NUDT16L1,NM_001193452
ENST00000264021,IFT46,NM_001168618
ENST00000264020,IFT46,NM_020153
ENST00000338056,RUNDC3B,NM_138290
ENST00000338056,RUNDC3B,NM_001134405
ENST00000493037,RUNDC3B,NM_001134406
ENST00000358689,ENTPD4,NM_001128930
ENST00000358689,ENTPD4,NM_004901
ENST00000370859,SLC44A5,NM_001130058
ENST00000370855,SLC44A5,NM_152697
ENST00000233146,MSH2,NM_000251
ENST00000543555,MSH2,NM_001258281
ENST00000409682,PSMD14,NM_005805
ENST00000306247,MLKL,NM_001142497
ENST00000308807,MLKL,NM_152649
ENST00000395310,SEC31A,NM_001077207
ENST00000395310,SEC31A,NM_014933
ENST00000395310,SEC31A,NM_001077208
ENST00000443462,SEC31A,NM_001191049
ENST00000326950,SEC31A,NM_016211
ENST00000311785,SEC31A,NM_001077206
ENST00000273691,ILDR1,NM_175924
ENST00000344209,ILDR1,NM_001199799
ENST00000393631,ILDR1,NM_001199800
ENST00000291670,FTCD,NM_006657
ENST00000397746,FTCD,NM_206965
ENST00000360453,PPARGC1B,NM_001172698
ENST00000309241,PPARGC1B,NM_133263
ENST00000403750,PPARGC1B,NM_001172699
ENST00000344138,GRAP2,NM_004810
ENST00000316594,HNRNPH2,NM_001199974
ENST00000316594,HNRNPH2,NM_001199973
ENST00000316594,HNRNPH2,NM_019597
ENST00000316594,HNRNPH2,NM_001032393
ENST00000310053,HLTF,NM_003071
ENST00000310053,HLTF,NM_139048
ENST00000361301,WNT16,NM_016087
ENST00000222462,WNT16,NM_057168
ENST00000374971,PAGE2B,NM_001015038
ENST00000219368,FA2H,NM_024306
ENST00000264376,CRYGD,NM_006891
ENST00000580256,PIRT,NM_001101387
ENST00000396373,ETV6,NM_001987
ENST00000282141,CRYGC,NM_020989
ENST00000374968,PAGE2,NM_207339
ENST00000423738,ARMCX4,NM_001256155
ENST00000403050,PHF14,NM_014660
ENST00000260988,CRYGB,NM_005210
ENST00000359943,FAM3C,NM_014888
ENST00000359943,FAM3C,NM_001040020
ENST00000450053,NBEAL2,NM_015175
ENST00000304502,CRYGA,NM_014617
ENST00000505697,PARP8,NM_001178055
ENST00000281631,PARP8,NM_024615
ENST00000281631,PARP8,NM_001178056
ENST00000409470,USP39,NM_001256725
ENST00000323701,USP39,NM_006590
ENST00000409766,USP39,NM_001256726
ENST00000450066,USP39,NM_001256728
ENST00000450066,USP39,NM_001256727
ENST00000497986,ATPIF1,NM_178190
ENST00000335514,ATPIF1,NM_016311
ENST00000465645,ATPIF1,NM_178191
ENST00000263181,KIF18A,NM_031217
ENST00000335574,HM13,NM_178580
ENST00000340852,HM13,NM_030789
ENST00000398174,HM13,NM_178581
ENST00000333407,FAM83F,NM_138435
ENST00000369663,TBX18,NM_001080508
ENST00000409379,TONSL,NM_013432
ENST00000344517,ABCB10,NM_012089
ENST00000449662,ICAM2,NM_000873
ENST00000579788,ICAM2,NM_001099789
ENST00000579687,ICAM2,NM_001099788
ENST00000412356,ICAM2,NM_001099786
ENST00000418105,ICAM2,NM_001099787
ENST00000341287,C2orf80,NM_001099334
ENST00000376460,DOCK9,NM_015296
ENST00000376460,DOCK9,NM_001130048
ENST00000442173,DOCK9,NM_001130049
ENST00000442173,DOCK9,NM_001130050
ENST00000441885,SHISA6,NM_207386
ENST00000432116,SHISA6,NM_001173462
ENST00000409168,SHISA6,NM_001173461
ENST00000278671,LAMTOR1,NM_017907
ENST00000578921,RAB31,NM_006868
ENST00000253063,SESN2,NM_031459
ENST00000358543,FAM150A,NM_207413
ENST00000337827,GALNT16,NM_020692
ENST00000337827,GALNT16,NM_001168368
ENST00000304283,ANKS3,NM_133450
ENST00000446014,ANKS3,NM_001242929
ENST00000262144,WDR59,NM_030581
ENST00000577126,GTF2H2D,NM_001042490
ENST00000406787,METTL15,NM_001113528
ENST00000342303,METTL15,NM_152636
ENST00000312423,SWSAP1,NM_175871
ENST00000419717,ANHX,NM_001191054
ENST00000357775,TXNDC2,NM_032243
ENST00000306084,TXNDC2,NM_001098529
ENST00000355842,ADD1,NM_001286645
ENST00000264758,ADD1,NM_014189
ENST00000446856,ADD1,NM_001119
ENST00000398125,ADD1,NM_176801
ENST00000398125,ADD1,NM_014190
ENST00000366675,TAF5L,NM_001025247
ENST00000258281,TAF5L,NM_014409
ENST00000393386,PTPRZ1,NM_001206838
ENST00000393386,PTPRZ1,NM_002851
ENST00000449182,PTPRZ1,NM_001206839
ENST00000392859,ARCN1,NM_001142281
ENST00000264028,ARCN1,NM_001655
ENST00000306627,UBE2E1,NM_003341
ENST00000346855,UBE2E1,NM_182666
ENST00000424381,UBE2E1,NM_001202476
ENST00000372945,MRPS16,NM_016065
ENST00000345146,IDH1,NM_005896
ENST00000446179,IDH1,NM_001282386
ENST00000415913,IDH1,NM_001282387
ENST00000222139,EPOR,NM_000121
ENST00000330205,SPATC1L,NM_032261
ENST00000291672,SPATC1L,NM_001142854
ENST00000025008,RB1CC1,NM_014781
ENST00000435644,RB1CC1,NM_001083617
ENST00000314330,C9orf139,NM_207511
ENST00000328224,KCNA4,NM_002233
ENST00000314412,FUT7,NM_004479
ENST00000257770,NT5E,NM_002526
ENST00000369651,NT5E,NM_001204813
ENST00000254122,FSHB,NM_000510
ENST00000417547,FSHB,NM_001018080
ENST00000258243,URB2,NM_014777
ENST00000231668,BNIP1,NM_013979
ENST00000351486,BNIP1,NM_001205
ENST00000352523,BNIP1,NM_013980
ENST00000393770,BNIP1,NM_013978
ENST00000335727,TNRC6B,NM_015088
ENST00000301923,TNRC6B,NM_001024843
ENST00000454349,TNRC6B,NM_001162501
ENST00000546292,ZAN,NM_173059
ENST00000542585,ZAN,NM_003386
ENST00000543587,ANAPC15,NM_001278486
ENST00000227618,ANAPC15,NM_001278485
ENST00000227618,ANAPC15,NM_014042
ENST00000227618,ANAPC15,NM_001278491
ENST00000542531,ANAPC15,NM_001278493
ENST00000542531,ANAPC15,NM_001278492
ENST00000535234,ANAPC15,NM_001278489
ENST00000545944,ANAPC15,NM_001278490
ENST00000538393,ANAPC15,NM_001278487
ENST00000535503,ANAPC15,NM_001278488
ENST00000538919,ANAPC15,NM_001278494
ENST00000321990,ATAD5,NM_024857
ENST00000373842,MED18,NM_017638
ENST00000373842,MED18,NM_001127350
ENST00000371601,NPDC1,NM_015392
ENST00000282032,ARL14EP,NM_152316
ENST00000400000,VAPA,NM_194434
ENST00000400000,VAPA,NM_003574
ENST00000425478,NKIRAS1,NM_020345
ENST00000246553,FFAR1,NM_005303
ENST00000370841,ACADM,NM_000016
ENST00000370841,ACADM,NM_001127328
ENST00000370834,ACADM,NM_001286043
ENST00000541113,ACADM,NM_001286042
ENST00000308721,BCL2L14,NM_138723
ENST00000396367,BCL2L14,NM_138722
ENST00000266434,BCL2L14,NM_030766
ENST00000397899,KIAA1211L,NM_207362
ENST00000327809,FFAR3,NM_005304
ENST00000296799,ARHGEF28,NM_001244364
ENST00000545377,ARHGEF28,NM_001080479
ENST00000513042,ARHGEF28,NM_001177693
ENST00000448418,MPPED2,NM_001145399
ENST00000358117,MPPED2,NM_001584
ENST00000373839,PHACTR4,NM_001048183
ENST00000373836,PHACTR4,NM_023923
ENST00000255266,PDE6A,NM_000440
ENST00000267202,VPS37B,NM_024667
ENST00000246549,FFAR2,NM_005306
ENST00000366672,GALNT2,NM_004481
ENST00000477847,FAM104B,NM_001166702
ENST00000489298,FAM104B,NM_001166703
ENST00000332132,FAM104B,NM_138362
ENST00000332132,FAM104B,NM_001166699
ENST00000425133,FAM104B,NM_001166701
ENST00000425133,FAM104B,NM_001166704
ENST00000425133,FAM104B,NM_001166700
ENST00000249842,ISLR,NM_005545
ENST00000395118,ISLR,NM_201526
ENST00000372829,ARMCX1,NM_016608
ENST00000484218,KRTDAP,NM_001244847
ENST00000338897,KRTDAP,NM_207392
ENST00000311852,MMP14,NM_004995
ENST00000355097,ENTPD2,NM_001246
ENST00000355097,ENTPD2,NM_203468
ENST00000380456,RGL3,NM_001035223
ENST00000380456,RGL3,NM_001161616
ENST00000373880,PHYHIPL,NM_032439
ENST00000373878,PHYHIPL,NM_001143774
ENST00000312675,LPP,NM_005578
ENST00000312675,LPP,NM_001167672
ENST00000543006,LPP,NM_001167671
ENST00000543006,LPP,NM_001167672
ENST00000361910,ARMCX6,NM_019007
ENST00000539247,ARMCX6,NM_001184768
ENST00000538627,ARMCX6,NM_001009584
ENST00000299320,C16orf71,NM_139170
ENST00000258781,CCM2,NM_031443
ENST00000541586,CCM2,NM_001167934
ENST00000544363,CCM2,NM_001167935
ENST00000381112,CCM2,NM_001029835
ENST00000377111,TRPM3,NM_001007471
ENST00000361823,TRPM3,NM_206948
ENST00000361823,TRPM3,NM_001007470
ENST00000377106,TRPM3,NM_020952
ENST00000377106,TRPM3,NM_206946
ENST00000360823,TRPM3,NM_206944
ENST00000360823,TRPM3,NM_206947
ENST00000377105,TRPM3,NM_206945
ENST00000377105,TRPM3,NM_024971
ENST00000341119,SLC25A40,NM_018843
ENST00000519973,SLC25A37,NM_016612
ENST00000391860,PGBD5,NM_001258311
ENST00000409687,SAPCD2,NM_178448
ENST00000002125,NDUFAF7,NM_144736
ENST00000336237,NDUFAF7,NM_001083946
ENST00000331251,NPBWR1,NM_005285
ENST00000216194,ADSL,NM_000026
ENST00000342312,ADSL,NM_001123378
ENST00000406686,SLC22A23,NM_015482
ENST00000490273,SLC22A23,NM_021945
ENST00000380298,SLC22A23,NM_001286456
ENST00000452803,DCDC1,NM_181807
ENST00000265572,OPRK1,NM_000912
ENST00000524278,OPRK1,NM_001282904
ENST00000307839,RPL15,NM_001253379
ENST00000307839,RPL15,NM_002948
ENST00000307839,RPL15,NM_001253380
ENST00000413699,RPL15,NM_001253382
ENST00000413699,RPL15,NM_001253383
ENST00000456530,RPL15,NM_001253384
ENST00000545075,MTRNR2L10,NM_001190708
ENST00000545009,ZNF500,NM_021646
ENST00000409858,UAP1L1,NM_207309
ENST00000289619,PAGE5,NM_130467
ENST00000374955,PAGE5,NM_001013435
ENST00000341459,SLC24A5,NM_205850
ENST00000450966,USP40,NM_018218
ENST00000376734,TRIM31,NM_007028
ENST00000356396,LSS,NM_001001438
ENST00000397728,LSS,NM_002340
ENST00000397728,LSS,NM_001145436
ENST00000457828,LSS,NM_001145437
ENST00000262442,DNAH9,NM_001372
ENST00000608377,DNAH9,NM_004662
ENST00000341189,ARMCX3,NM_016607
ENST00000471229,ARMCX3,NM_177947
ENST00000537169,ARMCX3,NM_177948
ENST00000366669,COG2,NM_001145036
ENST00000366669,COG2,NM_007357
ENST00000380871,NKX3-1,NM_006167
ENST00000523261,NKX3-1,NM_001256339
ENST00000325017,NKX2-6,NM_001136271
ENST00000262450,CHD5,NM_015557
ENST00000396693,SEPT12,NM_001154458
ENST00000268231,SEPT12,NM_144605
ENST00000370693,BAG2,NM_004282
ENST00000290271,STC1,NM_003155
ENST00000246801,TSKS,NM_021733
ENST00000423059,THSD7A,NM_015204
ENST00000389554,TBR1,NM_006593
ENST00000370832,USP26,NM_031907
ENST00000511190,USP26,NM_031907
ENST00000406273,USP26,NM_031907
ENST00000321725,STAB1,NM_015136
ENST00000274711,LRRTM2,NM_015564
ENST00000310806,MIS18BP1,NM_018353
ENST00000310125,TFDP3,NM_016521
ENST00000315970,OS9,NM_006812
ENST00000315970,OS9,NM_001017958
ENST00000439210,OS9,NM_001261423
ENST00000551035,OS9,NM_001261421
ENST00000257966,OS9,NM_001261420
ENST00000257966,OS9,NM_001017956
ENST00000435406,OS9,NM_001261422
ENST00000389142,OS9,NM_001017957
ENST00000371589,MAN1B1,NM_016219
ENST00000468148,RAB23,NM_183227
ENST00000317483,RAB23,NM_016277
ENST00000317483,RAB23,NM_001278667
ENST00000319942,RABGGTB,NM_004582
ENST00000366667,AGT,NM_000029
ENST00000370828,GPC4,NM_001448
ENST00000344275,ABCB9,NM_001243014
ENST00000442833,ABCB9,NM_203444
ENST00000280560,ABCB9,NM_019625
ENST00000540285,ABCB9,NM_001243013
ENST00000346530,ABCB9,NM_019624
ENST00000403766,UBAC2,NM_001144072
ENST00000376440,UBAC2,NM_177967
ENST00000329198,NKX2-5,NM_004387
ENST00000329198,NKX2-5,NM_001166175
ENST00000329198,NKX2-5,NM_001166176
ENST00000234179,PRKD3,NM_005813
ENST00000248929,SGSM3,NM_015705
ENST00000310715,TTC18,NM_145170
ENST00000318050,OR4F17,NM_001005240
ENST00000453258,ENTPD1,NM_001098175
ENST00000371207,ENTPD1,NM_001164178
ENST00000543964,ENTPD1,NM_001164181
ENST00000371203,ENTPD1,NM_001164182
ENST00000371203,ENTPD1,NM_001164179
ENST00000371203,ENTPD1,NM_001776
ENST00000539125,ENTPD1,NM_001164183
ENST00000355285,APCDD1,NM_153000
ENST00000354293,AP2A1,NM_130787
ENST00000359032,AP2A1,NM_014203
ENST00000324324,MYEF2,NM_016132
ENST00000537776,NUDT5,NM_014142
ENST00000359591,LRP10,NM_014045
ENST00000269812,PPAP2C,NM_003712
ENST00000269812,PPAP2C,NM_177526
ENST00000327790,PPAP2C,NM_177543
ENST00000265087,STC2,NM_003714
ENST00000271971,CAPN9,NM_006615
ENST00000354537,CAPN9,NM_016452
ENST00000394817,SIL1,NM_022464
ENST00000265195,SIL1,NM_001037633
ENST00000265769,ADAM28,NM_014265
ENST00000437154,ADAM28,NM_021777
ENST00000355221,ATP6V1H,NM_213619
ENST00000359530,ATP6V1H,NM_015941
ENST00000396774,ATP6V1H,NM_213620
ENST00000397473,GPR18,NM_005292
ENST00000397470,GPR18,NM_001098200
ENST00000361417,PHLDB1,NM_015157
ENST00000356063,PHLDB1,NM_001144759
ENST00000356063,PHLDB1,NM_001144758
ENST00000376414,GPR183,NM_004951
ENST00000311086,BOD1,NM_138369
ENST00000285908,BOD1,NM_001159651
ENST00000322897,NAPG,NM_003826
ENST00000353479,COL17A1,NM_000494
ENST00000264819,MIER2,NM_017550
ENST00000575779,ZNF594,NM_032530
ENST00000376387,TM9SF2,NM_004800
ENST00000312521,NR1D2,NM_005126
ENST00000312521,NR1D2,NM_001145425
ENST00000366663,C1orf198,NM_032800
ENST00000470540,C1orf198,NM_001136494
ENST00000523410,C1orf198,NM_001136495
ENST00000395956,YWHAZ,NM_001135701
ENST00000395956,YWHAZ,NM_001135700
ENST00000353245,YWHAZ,NM_003406
ENST00000395951,YWHAZ,NM_001135702
ENST00000457309,YWHAZ,NM_001135699
ENST00000395958,YWHAZ,NM_145690
ENST00000371579,DPP7,NM_013379
ENST00000574081,SCIMP,NM_001271842
ENST00000574081,SCIMP,NM_207103
ENST00000263187,MSH4,NM_002440
ENST00000557016,ERH,NM_004450
ENST00000319380,UBE2O,NM_022066
ENST00000589721,SMIM22,NM_001253790
ENST00000589327,SMIM22,NM_001253791
ENST00000588606,SMIM22,NM_001253793
ENST00000586440,SMIM22,NM_001253794
ENST00000368533,TPM3,NM_153649
ENST00000368533,TPM3,NM_001278188
ENST00000368533,TPM3,NM_001278190
ENST00000368533,TPM3,NM_001043352
ENST00000330188,TPM3,NM_001043353
ENST00000330188,TPM3,NM_001043351
ENST00000328159,TPM3,NM_001278189
ENST00000302206,TPM3,NM_001278191
ENST00000368530,TPM3,NM_152263
ENST00000465995,DNAJC24,NM_181706
ENST00000381786,C2orf48,NM_182626
ENST00000442948,FOLR3,NM_000804
ENST00000373450,UGT1A8,NM_019076
ENST00000609637,UGT1A8,NM_021027
ENST00000608381,UGT1A8,NM_019078
ENST00000609767,UGT1A8,NM_019093
ENST00000284142,ASB17,NM_080868
ENST00000280886,DIP2C,NM_014974
ENST00000267396,REM2,NM_173527
ENST00000342972,MAGEH1,NM_014061
ENST00000328299,ST6GALNAC3,NM_152996
ENST00000376355,CLYBL,NM_206808
ENST00000307845,HPCAL1,NM_002149
ENST00000307845,HPCAL1,NM_001258358
ENST00000307845,HPCAL1,NM_001258357
ENST00000381765,HPCAL1,NM_134421
ENST00000500968,USP51,NM_201286
ENST00000342640,THEG,NM_016585
ENST00000346878,THEG,NM_199202
ENST00000393483,TSGA10,NM_025244
ENST00000355053,TSGA10,NM_182911
ENST00000339140,FOXR2,NM_198451
ENST00000469710,CD86,NM_001206925
ENST00000493101,CD86,NM_001206924
ENST00000330540,CD86,NM_175862
ENST00000393627,CD86,NM_006889
ENST00000310981,SFT2D3,NM_032740
ENST00000278200,IMMP1L,NM_144981
ENST00000396668,TMEM106B,NM_001134232
ENST00000396667,TMEM106B,NM_018374
ENST00000262477,RABEP1,NM_004703
ENST00000408982,RABEP1,NM_001083585
ENST00000312293,FOLR1,NM_016725
ENST00000393681,FOLR1,NM_016724
